Virus Strain,Vaccine Element,HLA,Immunogenicity Score,Binding,Error Rate
Yellow Fever Virus,vaccine_element_37,HLA-A*95,0.82,866.0,0.48
Yellow Fever Virus,vaccine_element_37,HLA-B*81,0.94,1099.0,0.44
Yellow Fever Virus,vaccine_element_37,HLA-B*29,0.42,1473.0,0.57
Yellow Fever Virus,vaccine_element_37,HLA-B*51,0.57,1303.0,0.36
Yellow Fever Virus,vaccine_element_37,HLA-A*44,0.98,1094.0,0.26
Yellow Fever Virus,vaccine_element_37,HLA-B*82,0.39,1709.0,0.28
Yellow Fever Virus,vaccine_element_37,HLA-B*72,0.88,727.0,0.5
Yellow Fever Virus,vaccine_element_37,HLA-B*52,0.41,1055.0,0.6
Yellow Fever Virus,vaccine_element_37,HLA-A*54,0.68,1768.0,0.16
Yellow Fever Virus,vaccine_element_37,HLA-B*60,0.53,359.0,0.59
Yellow Fever Virus,vaccine_element_37,HLA-B*93,0.45,1098.0,0.58
Yellow Fever Virus,vaccine_element_37,HLA-B*32,0.64,1597.0,0.67
Yellow Fever Virus,vaccine_element_37,HLA-A*12,0.77,1608.0,0.12
Yellow Fever Virus,vaccine_element_37,HLA-B*54,0.98,1285.0,0.26
Yellow Fever Virus,vaccine_element_38,HLA-B*40,0.56,1041.0,0.59
Yellow Fever Virus,vaccine_element_38,HLA-B*49,0.64,1668.0,0.31
Yellow Fever Virus,vaccine_element_38,HLA-B*18,0.34,1722.0,0.63
Yellow Fever Virus,vaccine_element_38,HLA-A*19,0.83,1340.0,0.25
Yellow Fever Virus,vaccine_element_38,HLA-A*40,0.77,1600.0,0.54
Yellow Fever Virus,vaccine_element_38,HLA-B*33,0.57,1714.0,0.08
Yellow Fever Virus,vaccine_element_38,HLA-A*26,0.46,1231.0,0.04
Yellow Fever Virus,vaccine_element_38,HLA-B*12,0.42,602.0,0.19
Yellow Fever Virus,vaccine_element_38,HLA-B*97,0.98,479.0,0.65
Yellow Fever Virus,vaccine_element_38,HLA-B*09,0.99,1724.0,0.46
Yellow Fever Virus,vaccine_element_38,HLA-B*89,0.95,1558.0,0.63
Yellow Fever Virus,vaccine_element_38,HLA-A*45,0.5,1955.0,0.05
Yellow Fever Virus,vaccine_element_38,HLA-A*58,0.76,1905.0,0.09
Yellow Fever Virus,vaccine_element_38,HLA-A*81,0.56,697.0,0.09
Yellow Fever Virus,vaccine_element_38,HLA-A*27,0.66,663.0,0.45
Yellow Fever Virus,vaccine_element_38,HLA-B*50,0.57,1639.0,0.3
Yellow Fever Virus,vaccine_element_38,HLA-A*95,0.33,508.0,0.55
Yellow Fever Virus,vaccine_element_38,HLA-B*81,0.57,1126.0,0.42
Yellow Fever Virus,vaccine_element_38,HLA-B*29,0.91,1989.0,0.37
Yellow Fever Virus,vaccine_element_38,HLA-B*51,0.93,1187.0,0.56
Yellow Fever Virus,vaccine_element_38,HLA-A*44,0.79,1798.0,0.39
Yellow Fever Virus,vaccine_element_38,HLA-B*82,0.36,519.0,0.64
Yellow Fever Virus,vaccine_element_38,HLA-B*72,0.6,1343.0,0.62
Yellow Fever Virus,vaccine_element_38,HLA-B*52,0.36,1578.0,0.48
Yellow Fever Virus,vaccine_element_38,HLA-A*54,0.89,1933.0,0.13
Yellow Fever Virus,vaccine_element_38,HLA-B*60,0.58,1310.0,0.34
Yellow Fever Virus,vaccine_element_38,HLA-B*93,0.92,1538.0,0.35
Yellow Fever Virus,vaccine_element_38,HLA-B*32,0.36,1799.0,0.04
Yellow Fever Virus,vaccine_element_38,HLA-A*12,0.39,403.0,0.5
Yellow Fever Virus,vaccine_element_38,HLA-B*54,0.61,862.0,0.14
Yellow Fever Virus,vaccine_element_39,HLA-B*40,0.86,1192.0,0.4
Yellow Fever Virus,vaccine_element_39,HLA-B*49,0.62,674.0,0.05
Yellow Fever Virus,vaccine_element_39,HLA-B*18,0.52,325.0,0.57
Yellow Fever Virus,vaccine_element_39,HLA-A*19,0.7,730.0,0.09
Yellow Fever Virus,vaccine_element_39,HLA-A*40,0.79,1107.0,0.1
Yellow Fever Virus,vaccine_element_39,HLA-B*33,0.43,1531.0,0.06
Yellow Fever Virus,vaccine_element_39,HLA-A*26,0.43,1128.0,0.24
Yellow Fever Virus,vaccine_element_39,HLA-B*12,0.95,1590.0,0.32
Yellow Fever Virus,vaccine_element_39,HLA-B*97,0.46,553.0,0.56
Yellow Fever Virus,vaccine_element_39,HLA-B*09,0.38,1101.0,0.53
Yellow Fever Virus,vaccine_element_39,HLA-B*89,0.97,1825.0,0.08
Yellow Fever Virus,vaccine_element_39,HLA-A*45,0.89,438.0,0.31
Yellow Fever Virus,vaccine_element_39,HLA-A*58,0.62,1551.0,0.65
Yellow Fever Virus,vaccine_element_39,HLA-A*81,0.48,432.0,0.08
Yellow Fever Virus,vaccine_element_39,HLA-A*27,0.37,1256.0,0.46
Yellow Fever Virus,vaccine_element_39,HLA-B*50,0.34,1242.0,0.42
Yellow Fever Virus,vaccine_element_39,HLA-A*95,0.43,1504.0,0.15
Yellow Fever Virus,vaccine_element_39,HLA-B*81,0.73,964.0,0.62
Yellow Fever Virus,vaccine_element_39,HLA-B*29,0.37,1424.0,0.32
Yellow Fever Virus,vaccine_element_39,HLA-B*51,0.98,1547.0,0.58
Yellow Fever Virus,vaccine_element_39,HLA-A*44,0.51,1232.0,0.44
Yellow Fever Virus,vaccine_element_39,HLA-B*82,0.9,1041.0,0.33
Yellow Fever Virus,vaccine_element_39,HLA-B*72,0.36,910.0,0.26
Yellow Fever Virus,vaccine_element_39,HLA-B*52,0.75,1862.0,0.58
Yellow Fever Virus,vaccine_element_39,HLA-A*54,0.92,1745.0,0.28
Yellow Fever Virus,vaccine_element_39,HLA-B*60,0.93,1245.0,0.19
Yellow Fever Virus,vaccine_element_39,HLA-B*93,0.92,1838.0,0.09
Yellow Fever Virus,vaccine_element_39,HLA-B*32,0.84,1871.0,0.05
Yellow Fever Virus,vaccine_element_39,HLA-A*12,0.96,1762.0,0.46
Yellow Fever Virus,vaccine_element_39,HLA-B*54,0.39,362.0,0.37
Yellow Fever Virus,vaccine_element_40,HLA-B*40,0.96,1406.0,0.1
Yellow Fever Virus,vaccine_element_40,HLA-B*49,0.95,702.0,0.46
Yellow Fever Virus,vaccine_element_40,HLA-B*18,0.83,724.0,0.31
Yellow Fever Virus,vaccine_element_40,HLA-A*19,0.78,1695.0,0.49
Yellow Fever Virus,vaccine_element_40,HLA-A*40,0.44,1957.0,0.53
Yellow Fever Virus,vaccine_element_40,HLA-B*33,0.57,1948.0,0.24
Yellow Fever Virus,vaccine_element_40,HLA-A*26,0.7,436.0,0.3
Yellow Fever Virus,vaccine_element_40,HLA-B*12,0.56,1117.0,0.52
Yellow Fever Virus,vaccine_element_40,HLA-B*97,0.97,1879.0,0.18
Yellow Fever Virus,vaccine_element_40,HLA-B*09,0.69,1517.0,0.39
Yellow Fever Virus,vaccine_element_40,HLA-B*89,0.61,1114.0,0.52
Yellow Fever Virus,vaccine_element_40,HLA-A*45,0.75,923.0,0.31
Yellow Fever Virus,vaccine_element_40,HLA-A*58,0.58,1614.0,0.45
Yellow Fever Virus,vaccine_element_40,HLA-A*81,0.46,1401.0,0.19
Yellow Fever Virus,vaccine_element_40,HLA-A*27,0.83,1259.0,0.24
Yellow Fever Virus,vaccine_element_40,HLA-B*50,0.9,1198.0,0.24
Yellow Fever Virus,vaccine_element_40,HLA-A*95,0.42,865.0,0.56
Yellow Fever Virus,vaccine_element_40,HLA-B*81,0.69,1889.0,0.6
Yellow Fever Virus,vaccine_element_40,HLA-B*29,0.62,1826.0,0.06
Yellow Fever Virus,vaccine_element_40,HLA-B*51,0.69,830.0,0.39
Yellow Fever Virus,vaccine_element_40,HLA-A*44,0.61,942.0,0.44
Yellow Fever Virus,vaccine_element_40,HLA-B*82,0.67,1564.0,0.19
Yellow Fever Virus,vaccine_element_40,HLA-B*72,0.46,1925.0,0.56
Yellow Fever Virus,vaccine_element_40,HLA-B*52,0.66,399.0,0.36
Yellow Fever Virus,vaccine_element_40,HLA-A*54,0.75,1922.0,0.43
Yellow Fever Virus,vaccine_element_40,HLA-B*60,0.45,758.0,0.62
Yellow Fever Virus,vaccine_element_40,HLA-B*93,0.77,1940.0,0.23
Yellow Fever Virus,vaccine_element_40,HLA-B*32,0.34,1483.0,0.36
Yellow Fever Virus,vaccine_element_40,HLA-A*12,0.79,1458.0,0.33
Yellow Fever Virus,vaccine_element_40,HLA-B*54,0.66,435.0,0.54
Yellow Fever Virus,vaccine_element_41,HLA-B*40,0.4,1229.0,0.08
Yellow Fever Virus,vaccine_element_41,HLA-B*49,0.42,754.0,0.61
Yellow Fever Virus,vaccine_element_41,HLA-B*18,0.79,1615.0,0.19
Yellow Fever Virus,vaccine_element_41,HLA-A*19,0.43,1021.0,0.52
Yellow Fever Virus,vaccine_element_41,HLA-A*40,0.81,1527.0,0.12
Yellow Fever Virus,vaccine_element_41,HLA-B*33,0.61,1006.0,0.23
Yellow Fever Virus,vaccine_element_41,HLA-A*26,0.37,1829.0,0.63
Yellow Fever Virus,vaccine_element_41,HLA-B*12,0.8,1618.0,0.61
Yellow Fever Virus,vaccine_element_41,HLA-B*97,0.76,965.0,0.03
Yellow Fever Virus,vaccine_element_41,HLA-B*09,0.75,1224.0,0.08
Yellow Fever Virus,vaccine_element_41,HLA-B*89,0.93,485.0,0.4
Yellow Fever Virus,vaccine_element_41,HLA-A*45,0.76,817.0,0.11
Yellow Fever Virus,vaccine_element_41,HLA-A*58,0.37,569.0,0.45
Yellow Fever Virus,vaccine_element_41,HLA-A*81,0.83,1041.0,0.44
Yellow Fever Virus,vaccine_element_41,HLA-A*27,0.64,1205.0,0.04
Yellow Fever Virus,vaccine_element_41,HLA-B*50,0.91,1507.0,0.51
Yellow Fever Virus,vaccine_element_41,HLA-A*95,0.74,435.0,0.25
Yellow Fever Virus,vaccine_element_41,HLA-B*81,0.4,1219.0,0.08
Yellow Fever Virus,vaccine_element_41,HLA-B*29,0.83,1302.0,0.54
Yellow Fever Virus,vaccine_element_41,HLA-B*51,0.78,1542.0,0.49
Yellow Fever Virus,vaccine_element_41,HLA-A*44,0.41,1207.0,0.21
Yellow Fever Virus,vaccine_element_41,HLA-B*82,0.72,317.0,0.25
Yellow Fever Virus,vaccine_element_41,HLA-B*72,0.79,1408.0,0.29
Yellow Fever Virus,vaccine_element_41,HLA-B*52,0.4,698.0,0.33
Yellow Fever Virus,vaccine_element_41,HLA-A*54,0.48,1419.0,0.55
Yellow Fever Virus,vaccine_element_41,HLA-B*60,0.66,755.0,0.21
Yellow Fever Virus,vaccine_element_41,HLA-B*93,0.99,724.0,0.58
Yellow Fever Virus,vaccine_element_41,HLA-B*32,0.4,452.0,0.1
Yellow Fever Virus,vaccine_element_41,HLA-A*12,0.35,905.0,0.45
Yellow Fever Virus,vaccine_element_41,HLA-B*54,0.73,1613.0,0.11
Yellow Fever Virus,vaccine_element_42,HLA-B*40,0.53,424.0,0.67
Yellow Fever Virus,vaccine_element_42,HLA-B*49,0.94,1033.0,0.27
Yellow Fever Virus,vaccine_element_42,HLA-B*18,0.77,354.0,0.46
Yellow Fever Virus,vaccine_element_42,HLA-A*19,0.59,734.0,0.08
Yellow Fever Virus,vaccine_element_42,HLA-A*40,0.56,1204.0,0.38
Yellow Fever Virus,vaccine_element_42,HLA-B*33,0.88,1645.0,0.2
Yellow Fever Virus,vaccine_element_42,HLA-A*26,0.34,1552.0,0.13
Yellow Fever Virus,vaccine_element_42,HLA-B*12,0.64,1635.0,0.51
Yellow Fever Virus,vaccine_element_42,HLA-B*97,0.78,338.0,0.34
Yellow Fever Virus,vaccine_element_42,HLA-B*09,0.9,1785.0,0.23
Yellow Fever Virus,vaccine_element_42,HLA-B*89,0.65,1134.0,0.05
Yellow Fever Virus,vaccine_element_42,HLA-A*45,0.5,848.0,0.3
Yellow Fever Virus,vaccine_element_42,HLA-A*58,0.6,880.0,0.37
Yellow Fever Virus,vaccine_element_42,HLA-A*81,0.64,1159.0,0.14
Yellow Fever Virus,vaccine_element_42,HLA-A*27,0.63,957.0,0.39
Yellow Fever Virus,vaccine_element_42,HLA-B*50,0.46,791.0,0.13
Yellow Fever Virus,vaccine_element_42,HLA-A*95,0.52,1878.0,0.53
Yellow Fever Virus,vaccine_element_42,HLA-B*81,0.67,1594.0,0.57
Yellow Fever Virus,vaccine_element_42,HLA-B*29,0.72,408.0,0.07
Yellow Fever Virus,vaccine_element_42,HLA-B*51,0.74,1998.0,0.64
Yellow Fever Virus,vaccine_element_42,HLA-A*44,0.33,1168.0,0.41
Yellow Fever Virus,vaccine_element_42,HLA-B*82,0.66,1975.0,0.3
Yellow Fever Virus,vaccine_element_42,HLA-B*72,0.94,1320.0,0.41
Yellow Fever Virus,vaccine_element_42,HLA-B*52,0.64,1934.0,0.17
Yellow Fever Virus,vaccine_element_42,HLA-A*54,0.4,1728.0,0.13
Yellow Fever Virus,vaccine_element_42,HLA-B*60,0.37,642.0,0.05
Yellow Fever Virus,vaccine_element_42,HLA-B*93,0.66,1534.0,0.36
Yellow Fever Virus,vaccine_element_42,HLA-B*32,0.56,1704.0,0.33
Yellow Fever Virus,vaccine_element_42,HLA-A*12,0.52,801.0,0.06
Yellow Fever Virus,vaccine_element_42,HLA-B*54,0.39,1403.0,0.4
Yellow Fever Virus,vaccine_element_43,HLA-B*40,0.45,484.0,0.44
Yellow Fever Virus,vaccine_element_43,HLA-B*49,0.96,626.0,0.14
Yellow Fever Virus,vaccine_element_43,HLA-B*18,0.88,1947.0,0.38
Yellow Fever Virus,vaccine_element_43,HLA-A*19,0.36,935.0,0.31
Yellow Fever Virus,vaccine_element_43,HLA-A*40,0.75,945.0,0.12
Yellow Fever Virus,vaccine_element_43,HLA-B*33,0.97,1763.0,0.15
Yellow Fever Virus,vaccine_element_43,HLA-A*26,0.47,1961.0,0.48
Yellow Fever Virus,vaccine_element_43,HLA-B*12,0.94,1339.0,0.06
Yellow Fever Virus,vaccine_element_43,HLA-B*97,0.87,827.0,0.66
Yellow Fever Virus,vaccine_element_43,HLA-B*09,0.88,921.0,0.55
Yellow Fever Virus,vaccine_element_43,HLA-B*89,0.79,1592.0,0.57
Yellow Fever Virus,vaccine_element_43,HLA-A*45,0.46,510.0,0.22
Yellow Fever Virus,vaccine_element_43,HLA-A*58,0.66,763.0,0.53
Yellow Fever Virus,vaccine_element_43,HLA-A*81,0.58,1309.0,0.33
Yellow Fever Virus,vaccine_element_43,HLA-A*27,0.94,427.0,0.1
Yellow Fever Virus,vaccine_element_43,HLA-B*50,0.66,1183.0,0.5
Yellow Fever Virus,vaccine_element_43,HLA-A*95,0.88,1080.0,0.55
Yellow Fever Virus,vaccine_element_43,HLA-B*81,0.52,674.0,0.05
Yellow Fever Virus,vaccine_element_43,HLA-B*29,0.69,1661.0,0.28
Yellow Fever Virus,vaccine_element_43,HLA-B*51,0.9,1346.0,0.33
Yellow Fever Virus,vaccine_element_43,HLA-A*44,0.65,947.0,0.48
Yellow Fever Virus,vaccine_element_43,HLA-B*82,0.79,484.0,0.09
Yellow Fever Virus,vaccine_element_43,HLA-B*72,0.91,1994.0,0.25
Yellow Fever Virus,vaccine_element_43,HLA-B*52,0.69,1683.0,0.61
Yellow Fever Virus,vaccine_element_43,HLA-A*54,0.85,1833.0,0.24
Yellow Fever Virus,vaccine_element_43,HLA-B*60,0.9,530.0,0.45
Yellow Fever Virus,vaccine_element_43,HLA-B*93,0.33,671.0,0.39
Yellow Fever Virus,vaccine_element_43,HLA-B*32,0.82,1518.0,0.57
Yellow Fever Virus,vaccine_element_43,HLA-A*12,0.62,1057.0,0.45
Yellow Fever Virus,vaccine_element_43,HLA-B*54,0.59,1097.0,0.56
Yellow Fever Virus,vaccine_element_44,HLA-B*40,0.98,708.0,0.4
Yellow Fever Virus,vaccine_element_44,HLA-B*49,0.35,1390.0,0.12
Yellow Fever Virus,vaccine_element_44,HLA-B*18,0.45,1763.0,0.23
Yellow Fever Virus,vaccine_element_44,HLA-A*19,0.39,595.0,0.59
Yellow Fever Virus,vaccine_element_44,HLA-A*40,0.4,986.0,0.6
Yellow Fever Virus,vaccine_element_44,HLA-B*33,0.61,1442.0,0.36
Yellow Fever Virus,vaccine_element_44,HLA-A*26,0.95,844.0,0.37
Yellow Fever Virus,vaccine_element_44,HLA-B*12,0.38,1027.0,0.24
Yellow Fever Virus,vaccine_element_44,HLA-B*97,0.44,1728.0,0.33
Yellow Fever Virus,vaccine_element_44,HLA-B*09,0.6,1137.0,0.66
Yellow Fever Virus,vaccine_element_44,HLA-B*89,0.97,418.0,0.04
Yellow Fever Virus,vaccine_element_44,HLA-A*45,0.71,1884.0,0.2
Yellow Fever Virus,vaccine_element_44,HLA-A*58,0.89,689.0,0.06
Yellow Fever Virus,vaccine_element_44,HLA-A*81,0.84,939.0,0.26
Yellow Fever Virus,vaccine_element_44,HLA-A*27,0.96,1800.0,0.67
Yellow Fever Virus,vaccine_element_44,HLA-B*50,0.9,1632.0,0.06
Yellow Fever Virus,vaccine_element_44,HLA-A*95,0.61,1769.0,0.03
Yellow Fever Virus,vaccine_element_44,HLA-B*81,0.33,533.0,0.16
Yellow Fever Virus,vaccine_element_44,HLA-B*29,0.43,1194.0,0.53
Yellow Fever Virus,vaccine_element_44,HLA-B*51,0.78,600.0,0.6
Yellow Fever Virus,vaccine_element_44,HLA-A*44,0.8,868.0,0.66
Yellow Fever Virus,vaccine_element_44,HLA-B*82,0.72,349.0,0.28
Yellow Fever Virus,vaccine_element_44,HLA-B*72,0.45,1166.0,0.44
Yellow Fever Virus,vaccine_element_44,HLA-B*52,0.48,938.0,0.03
Yellow Fever Virus,vaccine_element_44,HLA-A*54,0.42,630.0,0.27
Yellow Fever Virus,vaccine_element_44,HLA-B*60,0.99,1324.0,0.48
Yellow Fever Virus,vaccine_element_44,HLA-B*93,0.94,1007.0,0.2
Yellow Fever Virus,vaccine_element_44,HLA-B*32,0.77,1158.0,0.28
Yellow Fever Virus,vaccine_element_44,HLA-A*12,0.88,638.0,0.53
Yellow Fever Virus,vaccine_element_44,HLA-B*54,0.63,1163.0,0.65
Yellow Fever Virus,vaccine_element_45,HLA-B*40,0.93,650.0,0.26
Yellow Fever Virus,vaccine_element_45,HLA-B*49,0.61,1551.0,0.6
Yellow Fever Virus,vaccine_element_45,HLA-B*18,0.85,759.0,0.32
Yellow Fever Virus,vaccine_element_45,HLA-A*19,0.38,1274.0,0.08
Yellow Fever Virus,vaccine_element_45,HLA-A*40,0.94,329.0,0.54
Yellow Fever Virus,vaccine_element_45,HLA-B*33,0.6,500.0,0.09
Yellow Fever Virus,vaccine_element_45,HLA-A*26,0.65,347.0,0.05
Yellow Fever Virus,vaccine_element_45,HLA-B*12,0.9,1286.0,0.31
Yellow Fever Virus,vaccine_element_45,HLA-B*97,0.91,1583.0,0.23
Yellow Fever Virus,vaccine_element_45,HLA-B*09,0.54,1400.0,0.03
Yellow Fever Virus,vaccine_element_45,HLA-B*89,0.35,1246.0,0.1
Yellow Fever Virus,vaccine_element_45,HLA-A*45,0.37,378.0,0.05
Yellow Fever Virus,vaccine_element_45,HLA-A*58,0.84,972.0,0.29
Yellow Fever Virus,vaccine_element_45,HLA-A*81,0.54,724.0,0.52
Yellow Fever Virus,vaccine_element_45,HLA-A*27,0.34,1670.0,0.09
Yellow Fever Virus,vaccine_element_45,HLA-B*50,0.93,1773.0,0.46
Yellow Fever Virus,vaccine_element_45,HLA-A*95,0.94,1655.0,0.16
Yellow Fever Virus,vaccine_element_45,HLA-B*81,0.32,1462.0,0.37
Yellow Fever Virus,vaccine_element_45,HLA-B*29,0.4,1531.0,0.04
Yellow Fever Virus,vaccine_element_45,HLA-B*51,0.88,1167.0,0.45
Yellow Fever Virus,vaccine_element_45,HLA-A*44,0.76,1234.0,0.29
Yellow Fever Virus,vaccine_element_45,HLA-B*82,0.4,537.0,0.4
Yellow Fever Virus,vaccine_element_45,HLA-B*72,0.56,1137.0,0.14
Yellow Fever Virus,vaccine_element_45,HLA-B*52,0.53,1052.0,0.05
Yellow Fever Virus,vaccine_element_45,HLA-A*54,0.37,821.0,0.29
Yellow Fever Virus,vaccine_element_45,HLA-B*60,0.39,1394.0,0.35
Yellow Fever Virus,vaccine_element_45,HLA-B*93,0.76,1181.0,0.36
Yellow Fever Virus,vaccine_element_45,HLA-B*32,0.79,1876.0,0.66
Yellow Fever Virus,vaccine_element_45,HLA-A*12,0.82,1188.0,0.56
Yellow Fever Virus,vaccine_element_45,HLA-B*54,0.46,1048.0,0.06
Yellow Fever Virus,vaccine_element_46,HLA-B*40,0.79,948.0,0.46
Yellow Fever Virus,vaccine_element_46,HLA-B*49,0.7,1330.0,0.31
Yellow Fever Virus,vaccine_element_46,HLA-B*18,0.39,1170.0,0.1
Yellow Fever Virus,vaccine_element_46,HLA-A*19,0.35,876.0,0.42
Yellow Fever Virus,vaccine_element_46,HLA-A*40,0.77,1128.0,0.59
Yellow Fever Virus,vaccine_element_46,HLA-B*33,0.42,1242.0,0.54
Yellow Fever Virus,vaccine_element_46,HLA-A*26,0.75,458.0,0.28
Yellow Fever Virus,vaccine_element_46,HLA-B*12,0.32,1728.0,0.09
Yellow Fever Virus,vaccine_element_46,HLA-B*97,0.43,469.0,0.15
Yellow Fever Virus,vaccine_element_46,HLA-B*09,0.91,1771.0,0.38
Yellow Fever Virus,vaccine_element_46,HLA-B*89,0.9,937.0,0.56
Yellow Fever Virus,vaccine_element_46,HLA-A*45,0.54,1572.0,0.2
Yellow Fever Virus,vaccine_element_46,HLA-A*58,0.99,994.0,0.67
Yellow Fever Virus,vaccine_element_46,HLA-A*81,0.38,1514.0,0.6
Yellow Fever Virus,vaccine_element_46,HLA-A*27,0.91,1132.0,0.51
Yellow Fever Virus,vaccine_element_46,HLA-B*50,0.64,2000.0,0.45
Yellow Fever Virus,vaccine_element_46,HLA-A*95,0.53,1806.0,0.13
Yellow Fever Virus,vaccine_element_46,HLA-B*81,0.76,1345.0,0.46
Yellow Fever Virus,vaccine_element_46,HLA-B*29,0.87,461.0,0.2
Yellow Fever Virus,vaccine_element_46,HLA-B*51,0.81,1705.0,0.64
Yellow Fever Virus,vaccine_element_46,HLA-A*44,0.53,417.0,0.67
Yellow Fever Virus,vaccine_element_46,HLA-B*82,0.62,1874.0,0.66
Yellow Fever Virus,vaccine_element_46,HLA-B*72,0.42,1350.0,0.65
Yellow Fever Virus,vaccine_element_46,HLA-B*52,0.84,1608.0,0.53
Yellow Fever Virus,vaccine_element_46,HLA-A*54,0.81,1416.0,0.48
Yellow Fever Virus,vaccine_element_46,HLA-B*60,0.94,410.0,0.21
Yellow Fever Virus,vaccine_element_46,HLA-B*93,0.92,315.0,0.14
Yellow Fever Virus,vaccine_element_46,HLA-B*32,0.45,1554.0,0.3
Yellow Fever Virus,vaccine_element_46,HLA-A*12,0.72,1315.0,0.63
Yellow Fever Virus,vaccine_element_46,HLA-B*54,0.41,329.0,0.62
Yellow Fever Virus,vaccine_element_47,HLA-B*40,0.94,1414.0,0.52
Yellow Fever Virus,vaccine_element_47,HLA-B*49,0.58,1384.0,0.08
Yellow Fever Virus,vaccine_element_47,HLA-B*18,0.94,423.0,0.64
Yellow Fever Virus,vaccine_element_47,HLA-A*19,0.76,458.0,0.6
Yellow Fever Virus,vaccine_element_47,HLA-A*40,0.96,1550.0,0.13
Yellow Fever Virus,vaccine_element_47,HLA-B*33,0.63,1466.0,0.53
Yellow Fever Virus,vaccine_element_47,HLA-A*26,0.74,1630.0,0.53
Yellow Fever Virus,vaccine_element_47,HLA-B*12,0.32,1016.0,0.25
Yellow Fever Virus,vaccine_element_47,HLA-B*97,0.77,1360.0,0.3
Yellow Fever Virus,vaccine_element_47,HLA-B*09,0.78,427.0,0.23
Yellow Fever Virus,vaccine_element_47,HLA-B*89,0.97,1428.0,0.27
Yellow Fever Virus,vaccine_element_47,HLA-A*45,0.92,1365.0,0.14
Yellow Fever Virus,vaccine_element_47,HLA-A*58,0.34,1954.0,0.16
Yellow Fever Virus,vaccine_element_47,HLA-A*81,0.67,1845.0,0.49
Yellow Fever Virus,vaccine_element_47,HLA-A*27,0.45,1027.0,0.33
Yellow Fever Virus,vaccine_element_47,HLA-B*50,0.59,1909.0,0.03
Yellow Fever Virus,vaccine_element_47,HLA-A*95,0.87,479.0,0.14
Yellow Fever Virus,vaccine_element_47,HLA-B*81,0.79,1265.0,0.17
Yellow Fever Virus,vaccine_element_47,HLA-B*29,0.5,1869.0,0.07
Yellow Fever Virus,vaccine_element_47,HLA-B*51,0.33,1915.0,0.07
Yellow Fever Virus,vaccine_element_47,HLA-A*44,0.38,1526.0,0.23
Yellow Fever Virus,vaccine_element_47,HLA-B*82,0.42,1425.0,0.45
Yellow Fever Virus,vaccine_element_47,HLA-B*72,0.77,1746.0,0.22
Yellow Fever Virus,vaccine_element_47,HLA-B*52,0.34,1980.0,0.46
Yellow Fever Virus,vaccine_element_47,HLA-A*54,0.45,582.0,0.4
Yellow Fever Virus,vaccine_element_47,HLA-B*60,0.87,1091.0,0.34
Yellow Fever Virus,vaccine_element_47,HLA-B*93,0.36,1313.0,0.52
Yellow Fever Virus,vaccine_element_47,HLA-B*32,0.94,1578.0,0.42
Yellow Fever Virus,vaccine_element_47,HLA-A*12,0.34,1473.0,0.12
Yellow Fever Virus,vaccine_element_47,HLA-B*54,0.5,1911.0,0.1
Yellow Fever Virus,vaccine_element_48,HLA-B*40,0.42,1575.0,0.63
Yellow Fever Virus,vaccine_element_48,HLA-B*49,0.34,398.0,0.59
Yellow Fever Virus,vaccine_element_48,HLA-B*18,0.74,1851.0,0.48
Yellow Fever Virus,vaccine_element_48,HLA-A*19,0.64,442.0,0.58
Yellow Fever Virus,vaccine_element_48,HLA-A*40,0.41,1599.0,0.42
Yellow Fever Virus,vaccine_element_48,HLA-B*33,0.9,592.0,0.08
Yellow Fever Virus,vaccine_element_48,HLA-A*26,0.54,1295.0,0.59
Yellow Fever Virus,vaccine_element_48,HLA-B*12,0.98,1833.0,0.32
Yellow Fever Virus,vaccine_element_48,HLA-B*97,0.59,758.0,0.61
Yellow Fever Virus,vaccine_element_48,HLA-B*09,0.5,1790.0,0.62
Yellow Fever Virus,vaccine_element_48,HLA-B*89,0.43,1243.0,0.38
Yellow Fever Virus,vaccine_element_48,HLA-A*45,0.96,1597.0,0.39
Yellow Fever Virus,vaccine_element_48,HLA-A*58,0.85,308.0,0.36
Yellow Fever Virus,vaccine_element_48,HLA-A*81,0.46,620.0,0.17
Yellow Fever Virus,vaccine_element_48,HLA-A*27,0.77,1287.0,0.56
Yellow Fever Virus,vaccine_element_48,HLA-B*50,0.52,1989.0,0.6
Yellow Fever Virus,vaccine_element_48,HLA-A*95,0.82,834.0,0.39
Yellow Fever Virus,vaccine_element_48,HLA-B*81,0.97,1472.0,0.25
Yellow Fever Virus,vaccine_element_48,HLA-B*29,0.82,857.0,0.14
Yellow Fever Virus,vaccine_element_48,HLA-B*51,0.62,811.0,0.42
Yellow Fever Virus,vaccine_element_48,HLA-A*44,0.6,1352.0,0.09
Yellow Fever Virus,vaccine_element_48,HLA-B*82,0.89,676.0,0.59
Yellow Fever Virus,vaccine_element_48,HLA-B*72,0.59,1617.0,0.61
Yellow Fever Virus,vaccine_element_48,HLA-B*52,0.97,1582.0,0.31
Yellow Fever Virus,vaccine_element_48,HLA-A*54,0.72,466.0,0.49
Yellow Fever Virus,vaccine_element_48,HLA-B*60,0.73,1389.0,0.5
Yellow Fever Virus,vaccine_element_48,HLA-B*93,0.47,1037.0,0.31
Yellow Fever Virus,vaccine_element_48,HLA-B*32,0.84,388.0,0.23
Yellow Fever Virus,vaccine_element_48,HLA-A*12,0.49,1051.0,0.04
